date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,medianTxValue(USD)
2017-09-12,,3,,,,4,
2017-09-13,,,,,,,
2017-09-14,,,,,,,
2017-09-15,,,,,,,
2017-09-16,,1699,,,,1654,
2017-09-17,,,,,,,
2017-09-18,,,,,,,
2017-09-19,,,,,,,
2017-09-20,,,,,,,
2017-09-21,,,,,,,
2017-09-22,,,,,,,
2017-09-23,,,,,,,
2017-09-24,,,254818535.0,1.85,16343900.0,,
2017-09-25,77141362.76506557,10017,255688262.70042193,1.85,20214300.0,8299,1998.0
2017-09-26,56437482.29834883,10085,329165823.5913978,2.39,17221400.0,8675,358.5
2017-09-27,34402770.26496564,9955,259796414.69714287,1.88,13061200.0,9053,3.76
2017-09-28,17185152.61236135,7148,241116952.0,1.75,6194970.0,6769,3.5
2017-09-29,10164917.089875497,6650,240517104.78857142,1.74,5894070.0,6337,3.48
2017-09-30,8779549.938097259,3442,241728365.16853932,1.75,2964430.0,3471,3.5
2017-10-01,8909540.800249029,5797,246042316.427907,1.78,9558870.0,5736,3.56
2017-10-02,17678214.114295267,3636,298219531.4042554,2.16,5359389.999999999,3601,4.32
2017-10-03,5041088.346906507,1512,259285610.94252872,1.88,4315990.0,1545,266.7270388412
2017-10-04,4278248.799482849,1414,239919117.51479292,1.74,2997490.0,1478,112.5829089924
2017-10-05,3903148.743693277,1376,233443049.36257312,1.69,2388130.0,1438,3.38
2017-10-06,3892941.518113335,4335,236322220.87500003,1.71,3614010.0,4318,3.42
2017-10-07,6639894.394049168,7041,233734259.18497112,1.69,3343770.0,7105,3.38
2017-10-08,9215650.6352205,4476,240196141.93288592,1.74,3154360.0,4551,3.48
2017-10-09,13647015.606480628,1799,206155096.80597013,1.49,4111030.0,1863,1117.5
2017-10-10,6895383.864885683,1358,182769123.82978725,1.32,3865780.0,1400,990.0
2017-10-11,4381344.518427933,906,194847640.97777778,1.41,2490110.0,972,707.115
2017-10-12,7402990.778070457,1225,186976055.00826448,1.36,3191600.0,1168,950.6400000000001
2017-10-13,4687961.085120253,1318,166333141.42982456,1.21,3801870.0,1321,1210.0001005785637
2017-10-14,26726015.384667292,910,156503732.31092438,1.13,1665910.0,922,312.85349499999995
2017-10-15,2859554.199689191,653,165188125.71428567,1.2,1581870.0,729,761.381566476
2017-10-16,959309.9882237699,518,156525353.1160714,1.13,1708690.0,541,564.9997806825013
2017-10-17,2134642.5409101634,630,150445004.9174312,1.12,1584850.0,705,336.00000000000006
2017-10-18,2405681.4584437134,706,146639504.55555555,1.09,2117500.0,718,656.4157459630001
2017-10-19,14632833.156716546,2144,158367841.45945945,1.18,1718040.0000000002,2106,2544.67
2017-10-20,7444244.1119943075,693,147360480.6666667,1.1,1750820.0,724,361.53700000000003
2017-10-21,1030065.1032753543,534,140146737.78640777,1.04,1222700.0,553,520.0
2017-10-22,1146449.0567571295,548,139786480.77669904,1.04,1008560.0,511,446.62252918400003
2017-10-23,2475581.5750199934,865,138156677.4703368,1.03,1818730.0,855,592.25
2017-10-24,1290140.7807268014,776,129169123.80111699,0.958708,2674010.0,731,511.91603786600007
2017-10-25,1433620.8655612294,732,144159861.5740741,1.07,1806630.0,651,593.6073256585
2017-10-26,773212.0250319762,463,145811976.20952383,1.09,1273230.0,467,478.4103541389618
2017-10-27,2643061.7983465227,560,140478169.3069307,1.05,1480770.0,544,576.8575597975545
2017-10-28,3476403.4244878655,442,135474024.36009198,1.01,1458920.0,474,516.6209057830999
2017-10-29,1496990.8046777048,440,126111293.33401982,0.940198,1598860.0,456,424.62632372999997
2017-10-30,1222803.3695093102,584,130228630.7925854,0.970894,1764840.0,618,290.15167723991703
2017-10-31,1405228.3508260392,652,132250278.88015842,0.985966,1840830.0,659,728.8631451366763
2017-11-01,4350095.95586131,1335,127319963.38881594,0.949209,4692730.0,1175,809.0215567616999
2017-11-02,2059672.914366692,1017,130949861.76927617,0.976271,2677130.0,951,562.332096
2017-11-03,1859641.7654226776,741,128011550.94158272,0.954365,3303530.0,606,673.7871298805001
2017-11-04,1696782.4240554261,520,132690148.6878219,0.991559,2074870.0,440,629.728213751
2017-11-05,763020.7603825422,448,140839332.25494346,1.05,1471530.0,434,523.670175
2017-11-06,862192.594326839,465,132393934.70401116,0.987037,1641020.0,456,584.4135489537658
